Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799196_word_segment_9.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799196_word_segment_10.wav",crowd,crowd,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799196_word_segment_11.wav",cheered,cheered,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799196_word_segment_12.wav",laʊli,loudly,,laʊli,Phonological Error,['Consonant Omission']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_1.wav",At,At,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_2.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_3.wav",end,end,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_4.wav",of,of,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_5.wav",the,the,,,Run-on,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_6.wav",game,game,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_7.wav",Sally's,Sally's,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_8.wav",team,team,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799197_word_segment_9.wav",won,won,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_1.wav",They,They,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_2.wav",all,all,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_3.wav",jumped,jumped,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_4.wav",with,with,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_5.wav",joy,joy,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_6.wav",hugging,hugging,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_7.wav",each,each,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_8.wav",other,other,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799198_word_segment_9.wav",tightly,tightly,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799199_word_segment_1.wav",Sally,Sally,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799199_word_segment_2.wav",felt,felt,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799199_word_segment_3.wav",proud,proud,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799199_word_segment_4.wav",and,and,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799199_word_segment_5.wav",happy,happy,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_1.wav",It,It,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_2.wav",was,was,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_3.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_4.wav",best,best,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_5.wav",softball,softball,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_6.wav",game,game,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_7.wav",she,she,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_8.wav",had,had,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_9.wav",ever,ever,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_ZegJLYO9QiacSJTQWx7CWauRcQr1_sid_MK2ZbYFUxbcs66dzxj0n_1742611715_195799200_word_segment_10.wav",pleɪt,played,,pleɪt,Phonological Error,['Consonant Substitution']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_1.wav",Once,Once,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_2.wav",upon,upon,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_3.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_4.wav",time,time,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_5.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_6.wav",cat,cat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_7.wav",name,named,name,neɪm,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_8.wav",Max,Max,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_9.wav",lived,lived,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_10.wav",in,in,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_11.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_12.wav",cozy,cozy,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799201_word_segment_13.wav",house,house,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_1.wav",Max,Max,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_2.wav",had,had,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_3.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_4.wav",fluffy,fluffy,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_5.wav",teɪ,tail,,teɪ,Phonological Error,['Consonant Omission']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_6.wav",and,and,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_7.wav",love,loved,love,lʌv,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_8.wav",to,to,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_9.wav",nap,nap,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_10.wav",on,on,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_11.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799202_word_segment_12.wav",mat,mat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_1.wav",One,One,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_2.wav",day,day,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_3.wav",Max,Max,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_4.wav",mɪn,met,,mɪn,Phonological Error,"['Consonant Substitution', 'Vowel Substitution']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_5.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_6.wav",new,new,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_7.wav",cat,cat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_8.wav",name,named,name,neɪm,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799203_word_segment_9.wav",Jack,Jack,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_1.wav",Jack,Jack,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_2.wav",lo,wore,lo,lo,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Consonant Omission', 'Consonant Substitution']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_3.wav",load,wore,load,loʊd,Mixed Error+Orthographic Sub.+Phonological,"['Unrelated', 'Consonant Substitution', 'Vowel Substitution']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_4.wav",a,a,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_5.wav",re,red,re,ɹɛ,Mixed Error+Phonological+Disfluency Error,"['Consonant Omission', 'Repair']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_6.wav",wore,wore,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_7.wav",a,a,,,Disfluency Error,['Word Repetition']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_8.wav",red,red,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_9.wav",hat,hat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_10.wav",and,and,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_11.wav",liked,liked,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_12.wav",u,to,,u,Phonological Error,['Consonant Omission']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799204_word_segment_13.wav",chat,chat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_1.wav",Together,Together,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_2.wav",ðeɪ:,they,,ðeɪ:,Disfluency Error,['Prolongation']
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_3.wav",sat,sat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_4.wav",on,on,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_5.wav",the,the,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_6.wav",mat,mat,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_7.wav",and,and,,,Correct,[]
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_8.wav",share,shared,share,ʃɛɹ,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']"
"/home/michaelbennie/OneDrive/Leite,Walter's files - Storiza Corpus Spring 2025/Processed_Utterances/annotated_word_segments/uid_CanxAhhjiePs6niCtdVzPqVIzXt1_sid_Bq59QeS2MunIuem6zTgo_1742766370_195799205_word_segment_9.wav",snacks,snacks,,,Correct,[]
