Path,Transcript,Intended Words,Produced Words,IPA,Error Category,Error Labels,IPA_Transcript,Child
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_8.wav,soon weɪt and,and,,,Disfluency Error,['Word Repetition'],sun weɪt ʌnd,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_9.wav,weɪt and soon,soon,,,Disfluency Error,['Word Repetition'],weɪt ʌnd sun,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_10.wav,and soon they,they,,,Correct,[],ʌnd sun ðeɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_11.wav,soon they wəɹl,were,, wəɹl,Phonological Error,['Consonant Insertion'],sun ðeɪ  wəɹl,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_12.wav,they wəɹl lining,lining,,,Correct,[],ðeɪ  wəɹl laɪnɪŋ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_13.wav,wəɹl lining up,up,,,Correct,[], wəɹl laɪnɪŋ ʌp,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_14.wav,lining up excitedly,excited,excitedly,ɪksaɪtɪdli,Mixed Error+Grammatical+Phonological,"['Insertion', 'Consonant Insertion', 'Vowel Insertion']",laɪnɪŋ ʌp ɪksaɪtɪdli,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_15.wav,up excitedly to,to,,,Correct,[],ʌp ɪksaɪtɪdli toʊ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_16.wav,excitedly to carry,carry,,,Correct,[],ɪksaɪtɪdli toʊ kˈæɹi,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_17.wav,to carry their,their,,,Correct,[],toʊ kˈæɹi ðər,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_18.wav,carry their treasure,treasures,treasure,tɹɛʒəɹ,Mixed Error+Phonological+Grammatical,"['Consonant Omission', 'Omission']",kˈæɹi ðər tɹɛʒəɹ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799287_ngram_segment_19.wav,their treasure home,home,,,Correct,[],ðər tɹɛʒəɹ hoʊm,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_1.wav,As,As,,,Correct,[],æz,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_2.wav,As the,the,,,Correct,[],æz ðɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_3.wav,As the day,day,,,Correct,[],æz ðɪ deɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_4.wav,the day ended,ended,,,Correct,[],ðɪ deɪ ɛndɪd,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_5.wav,day ended happy,happy,,,Correct,[],deɪ ɛndɪd hæpi,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_6.wav,ended happy dɹæɡɪns,dragons,,dɹæɡɪns,Phonological Error,['Consonant Substitution'],ɛndɪd hæpi dɹæɡɪns,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_7.wav,happy dɹæɡɪns flew,flew,,,Correct,[],hæpi dɹæɡɪns fluʊ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_8.wav,dɹæɡɪns flew out,out,,,Correct,[],dɹæɡɪns fluʊ aʊt,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_9.wav,flew out their,their,,,Correct,[],fluʊ aʊt ðər,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_10.wav,out their wings,wings,,,Correct,[],aʊt ðər wɪŋz,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_11.wav,their wings flapping,flapping,,,Correct,[],ðər wɪŋz flæpɪŋ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_12.wav,wings flapping hearts,hearts,,,Correct,[],wɪŋz flæpɪŋ hɑɹts,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_13.wav,flapping hearts f.fʊl,full,,f.fʊl,Disfluency Error,['Stutter'],flæpɪŋ hɑɹts f.fʊl,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_14.wav,hearts f.fʊl of,of,,,Run-on,[],hɑɹts f.fʊl ʌ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799288_ngram_segment_15.wav,f.fʊl of delight,delight,,,Correct,[],f.fʊl ʌ dɪlaɪt,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_1.wav,The,The,,,Correct,[],ðɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_2.wav,The store,store,,,Correct,[],ðɪ stɔɹ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_3.wav,The store gla,glowed,gla,glæ,Mixed Error+Disfluency Error+Phonological,"['Repair', 'Vowel Substitution', 'Consonant Omission']",ðɪ stɔɹ glæ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_4.wav,store gla glowed,glowed,,,Correct,[],stɔɹ glæ gloʊd,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_5.wav,gla glowed in,in,,,Correct,[],glæ gloʊd ʌn,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_6.wav,glowed in the,the,,,Correct,[],gloʊd ʌn ðɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_7.wav,in the evening,evening,,,Correct,[],ʌn ðɪ ivʌnɪŋ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_8.wav,the evening mark.k,marking,mark.k,mɑɹk.k,Mixed Error+Disfluency Error+Phonological+Grammatical,"['Stutter', 'Vowel Omission', 'Consonant Omission', 'Omission']",ðɪ ivʌnɪŋ mɑɹk.k,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_9.wav,evening mark.k another,another,,,Correct,[],ivʌnɪŋ mɑɹk.k eɪnʌðər,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_10.wav,mark.k another magical,magical,,,Correct,[],mɑɹk.k eɪnʌðər mædʒɪkʌl,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_Gt0cspsUtRSvEXXHZKUWlVAfyVq2_sid_CD1a9Qg1P29qYpv9NciL_1742606790_195799289_ngram_segment_11.wav,another magical day,day,,,Correct,[],eɪnʌðər mædʒɪkʌl deɪ,Gt0cspsUtRSvEXXHZKUWlVAfyVq2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_1.wav,In,In,,,Correct,[],ʌn,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_2.wav,In a,the,a,eɪ,Mixed Error+Orthographic Sub.+Phonological+Disfluency Error,"['Contextual', 'Consonant Omission', 'Vowel Substitution', 'Repair']",ʌn eɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_3.wav,In a In,In,,,Disfluency Error,['Word Repetition'],ʌn eɪ ʌn,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_4.wav,a In the,the,,,Correct,[],eɪ ʌn ðɪ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_5.wav,In the land,land,,,Correct,[],ʌn ðɪ lænd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_6.wav,the land of,of,,,Correct,[],ðɪ lænd ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_7.wav,land of maps,maps,,,Correct,[],lænd ʌ mæps,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_8.wav,of maps and,and,,,Correct,[],ʌ mæps ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_9.wav,maps and globes,globes,,,Correct,[],mæps ʌnd gloʊbz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_10.wav,and globes lived,lived,,,Correct,[],ʌnd gloʊbz lˈɪvd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_11.wav,globes lived test,Tess,test,tɛst,Mixed Error+Orthographic Sub.+Disfluency Error+Phonological,"['Phonological', 'Repair', 'Consonant Insertion']",gloʊbz lˈɪvd tɛst,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799290_ngram_segment_12.wav,lived test Tess,Tess,,,Correct,[],lˈɪvd tɛst tɛs,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_1.wav,Tess,Tess,,,Correct,[],tɛs,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_2.wav,Tess loved,loved,,,Correct,[],tɛs lʌvd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_3.wav,Tess loved twiz,trees,,twiz,Phonological Error,['Consonant Substitution'],tɛs lʌvd twiz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_4.wav,loved twiz lakes,lakes,,,Correct,[],lʌvd twiz leɪks,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_5.wav,twiz lakes and,and,,,Correct,[],twiz leɪks ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_6.wav,lakes and hills,hills,,,Correct,[],leɪks ʌnd hɪlz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_7.wav,and hills her,her,,,Correct,[],ʌnd hɪlz ər,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_8.wav,hills her best,best,,,Correct,[],hɪlz ər bɛst,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799291_ngram_segment_9.wav,her best treasures,treasures,,,Correct,[],ər bɛst tɹɛʒərz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_1.wav,She,She,,,Correct,[],ʃʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_2.wav,She often,often,,,Correct,[],ʃʌ ɑftʌn,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_3.wav,She often dreamt,dreamt,,,Correct,[],ʃʌ ɑftʌn dɹɛmpt,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_4.wav,often dreamt of,of,,,Correct,[],ɑftʌn dɹɛmpt ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_5.wav,dreamt of travel,travel,,,Correct,[],dɹɛmpt ʌ tɹævʌl,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_6.wav,of travel and,,and,ən,Mixed Error+Structural+Disfluency Error,"['Word Insertion', 'Repair']",ʌ tɹævʌl ən,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_7.wav,travel and travel,travel,,,Disfluency Error,['Word Repetition'],tɹævʌl ən tɹævʌl,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_8.wav,and travel thinking,thinking,,,Correct,[],ən tɹævʌl θɪŋkɪŋ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_9.wav,travel thinking of,of,,,Correct,[],tɹævʌl θɪŋkɪŋ ʌ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_10.wav,thinking of places,places,,,Correct,[],θɪŋkɪŋ ʌ pleɪsɪz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_11.wav,of places with,with,,,Correct,[],ʌ pleɪsɪz wɪð,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_12.wav,places with names,names,,,Correct,[],pleɪsɪz wɪð neɪmz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_13.wav,with names that,that,,,Correct,[],wɪð neɪmz ðæt,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_14.wav,names that bring,bring,,,Correct,[],neɪmz ðæt bɹɪŋ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_15.wav,that bring smiles,smiles,,,Correct,[],ðæt bɹɪŋ smaɪlz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_16.wav,bring smiles cities,cities,,,Correct,[],bɹɪŋ smaɪlz sɪtiz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_17.wav,smiles cities and,and,,,Correct,[],smaɪlz sɪtiz ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_18.wav,cities and villages,villages,,,Correct,[],sɪtiz ʌnd vɪlɪdʒɪz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_19.wav,and villages and,with,and,ən,Mixed Error+Orthographic Sub.+Phonological,"['Contextual', 'Consonant Omission', 'Vowel Substitution', 'Consonant Substitution']",ʌnd vɪlɪdʒɪz ən,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_20.wav,villages and bridges,bridges,,,Correct,[],vɪlɪdʒɪz ən bɹɪdʒɪz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_21.wav,and bridges and,and,,,Correct,[],ən bɹɪdʒɪz ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_22.wav,bridges and place,palaces,place,pleɪs,Mixed Error+Grammatical+Disfluency Error+Orthographic Sub.+Phonological,"['Omission', 'Repair', 'Phonological', 'Vowel Omission', 'Vowel Substitution', 'Consonant Omission']",bɹɪdʒɪz ʌnd pleɪs,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_23.wav,and place and,and,,,Disfluency Error,['Word Repetition'],ʌnd pleɪs ʌnd,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799292_ngram_segment_24.wav,place and palaces,palaces,,,Correct,[],pleɪs ʌnd pælɪsɪz,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
processed_audio/annotated_word_segments_ngram/uid_ECPqsmdUcMhqkJwXAfhhs3XTgoa2_sid_4gZB1gGVwNVq0ZADHcVo_1741643714_195799293_ngram_segment_1.wav,Each,Each,,,Correct,[],itʃ,ECPqsmdUcMhqkJwXAfhhs3XTgoa2
